assetid|symbol|securityname|business_summary|gics_level_1|gics_level_2|gics_level_3|gics_level_4|currency|domicile|exchange_name|exchange_name_full|base_type|subtype_l1 |subtype_l2 |subtype_l3 |first_quoted_date|last_quoted_date|last_price_update_date|ticker|index_family_code|as_of_date|as_of_time|market_cap|market_cap_date
2513917|TMDX|Transmedics Group Inc Common|Transmedics group, Inc. is a commercial-stage medical technology company. It is focused on developing organ transplant therapy for end-stage organ failure patients across multiple disease states. The Company has designed and developed organ care system (OCS) a portable organ perfusion, optimization and monitoring system that utilizes customized technology to replicate near-physiologic conditions for donor organs outside of the human body. It has developed three OCS products, one for each of lung, heart and liver transplantations. Its OCS clinical programs include OCS Lung INSPIRE Trial, OCS Lung Expand Trial, OCs Heart EXPAND and PROCEED II Trials. Its organ care system (OCS) technology platform to perfuse donor organs with warm, oxygenated, nutrient-enriched blood, while maintaining the organs in a living, functioning state; the lung is breathing, the heart is beating and the liver is producing bile. It is also focused on developing additional OCS products for kidney transplantation.|Health Care|Health Care Equipment & Services|Health Care Equipment & Supplies|Health Care Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-05-02|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|489|2020-08-07
767362|TMHC|Taylor Morrison Home Corp Common|Taylor Morrison Home Corporation (Taylor Morrison) is a home building and land developing company. It builds and sells single-family detached and attached homes. It operates under the Taylor Morrison and Darling Homes brand names. It also provides financial services to customers through its mortgage subsidiary, Taylor Morrison Home Funding, LLC (TMHF), and title insurance and closing settlement services through its title company, Inspired Title Services, LLC. Its business is organized into multiple homebuilding operating divisions and a mortgage and title services division, which are managed as multiple reportable segments like: East Central and West Mortgage Operation. Its East Central segment includes Atlanta, Charlotte, Chicago, Orlando, Raleigh, Southwest Florida and Tampa Austin, Dallas, Houston and Denver. Its West Mortgage Operation includes Bay Area, Phoenix, Sacramento and Southern California, Taylor Morrison Home Funding (TMHF) and Inspired Title Services.|Consumer Discretionary|Consumer Durables & Apparel|Household Durables|Homebuilding|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2013-04-10|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|3001.1|2020-08-07
127431|TMO|Thermo Fisher Scientific Inc Common|Thermo Fisher Scientific Inc. develops, manufactures and sells a range of products. The Company operates through four segments: Life Sciences Solutions, Analytical Instruments, Specialty Diagnostics, and Laboratory Products and Services. It offers its products and services through various brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services. Life Sciences Solutions segment provides a portfolio of reagents, instruments and consumables used in biological and medical research, discovery and production of new drugs and vaccines. Analytical Instruments segment provides a broad offering of instruments, consumables, software and services that are used for a range of applications in the laboratory. Specialty Diagnostics segment offers a wide range of diagnostic test kits, reagents, culture media, instruments and associated products. Its Laboratory Products and Services segment offers products and solutions needed for the laboratory.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Life Sciences Tools & Services|Life Sciences Tools & Services|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1980-03-17|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|163904.6|2020-08-07
129462|TMP|Tompkins Financial Corp Common|Tompkins Financial Corporation (Tompkins) is a financial holding company. The Company is a community-based financial services company that offers an array of products and services, including commercial and consumer banking, leasing, trust and investment management, financial planning and wealth management, insurance, and brokerage services. The Company operates in three business segments: banking, insurance and wealth management. As of December 31, 2016, its subsidiaries included four banking subsidiaries, Tompkins Trust Company (the Trust Company), The Bank of Castile (DBA Tompkins Bank of Castile), Mahopac Bank (DBA Tompkins Mahopac Bank), VIST Bank (DBA Tompkins VIST Bank), and an insurance agency subsidiary, Tompkins Insurance Agencies, Inc. (Tompkins Insurance). It provides property and casualty insurance services and employee benefits consulting through Tompkins Insurance Agencies, Inc. The wealth management segment is organized under the Tompkins Financial Advisors brand.|Financials|Banks|Banks|Regional Banks|USD|United States Of America|NYSE American|NYSE American|Stock Market|Equity|Operating/Holding Company|n/a|1986-06-02|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1025.1|2020-08-07
1604637|TMST|TimkenSteel Corp Common|TimkenSteel Corporation manufactures alloy steel, as well as carbon and micro-alloy steel. The Company's portfolio includes special bar quality (SBQ) bars, seamless mechanical tubing and precision steel components. In addition, the Company supplies machining and thermal treatment services, as well as manage raw material recycling programs, which are used as a feeder system for its melt operations. The Company's products include SBQ Steel and Seamless Mechanical Steel Tubing, and Value-added Precision Products and Services. Its focus is on alloy steel. The Company manufactures carbon, micro-alloy and alloy steel, sold as ingots, bars and tubes. In addition to its customized steels, the Company also manufactures custom-make precision components. Its products and services are used in a range of demanding applications in the market sectors, such as oil and gas, industrial equipment, mining and power generation.|Materials|Materials|Metals & Mining|Steel|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2014-06-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|186.9|2020-08-07
273651|TMUS|T-Mobile US Inc Common|T-Mobile US, Inc. is a wireless company. The Company provide wireless services to postpaid, prepaid and wholesale customers and generate revenue by providing affordable wireless communications services to these customers, as well as a wide selection of wireless devices and accessories. It provides service, devices and accessories across its flagship brands, T-Mobile, Metro by T-Mobile and Sprint, through its owned and operated retail stores, as well as through its websites, T-Mobile app and customer care channels. In addition, the Company sells devices to dealers and other third-party distributors for resale through independent third-party retail outlets and a variety of third-party websites.|Communication Services|Telecommunication Services|Wireless Telecommunication Services|Wireless Telecommunication Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2007-04-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|142459.4|2020-08-07
499962|TNAV|Telenav Inc Common|TeleNav, Inc. (Telenav) is a provider of location-based platform services. The Company's services consist of its automotive and mobile navigation platform and its advertising delivery platform. The Company operates through three segments: automotive, advertising and mobile navigation. The automotive segment provides its map and navigation platform to auto manufacturers and original equipment manufacturers (OEMs) for distribution with their vehicles. The advertising segment provides interactive mobile advertisements on behalf of its advertising clients to consumers based on the location of the user and other targeting capabilities. The mobile navigation segment provides its map and navigation platform to end users through mobile devices. The Company's auto and mobile navigation platform allows it to deliver location-based services to auto manufacturers, developers and end users through various distribution channels, including wireless carriers.|Information Technology|Software & Services|Software|Application Software|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2010-05-13|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|269.1|2020-08-07
128728|TNC|Tennant Co Common|Tennant Company is engaged in designing, manufacturing and marketing of cleaning solutions. The Company's segments are Americas; Europe, Middle East, Africa, and Asia Pacific. The Company offers a range of products, including floor maintenance and outdoor cleaning equipment, detergent-free and other sustainable cleaning technologies, aftermarket parts and consumables, equipment maintenance and repair service, specialty surface coatings and asset management solutions. Its products are used in various types of environments, including retail establishments, distribution centers, factories and warehouses, public venues such as arenas and stadiums, office buildings, schools and universities, hospitals and clinics, parking lots and streets. The Company markets and sells its products under various brands: Tennant, Nobles, Green Machines, Alfa Uma Empresa Tennant, IRIS, Orbio IPC, IPC Foma, IPC Eagle, IPC Gansow, ICA, Vaclensa, Portotecnica, Sirio and Soteco, Ready System, Euromop, and Pulex.|Industrials|Capital Goods|Machinery|Industrial Machinery|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1982-11-01|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1261.4|2020-08-07
859778|TNDM|Tandem Diabetes Care Inc Common|Tandem Diabetes Care, Inc. is a medical device company engaged in the designing, developing and commercialization of products for people with insulin-dependent diabetes. The Company�s manufacturing, sales and support activities principally focus on its flagship pump platform, the t:slim X2 Insulin Delivery System (t:slim X2), and its product offerings. The t:slim X2 is based on its technology platform and is capable of remote feature updates and is designed to display continuous glucose monitoring (CGM) sensor information directly on the pump home screen. Its products also include Basal-IQ technology and Control-IQ technology. The Basal-IQ technology is a predictive low glucose suspend feature that is designed to temporarily suspend insulin delivery to help reduce the frequency and duration of hypoglycemic events. The Control-IQ technology is a hybrid-closed loop feature, designed to help increase a user's time in targeted glycemic range.|Health Care|Health Care Equipment & Services|Health Care Equipment & Supplies|Health Care Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2013-11-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|6343.4|2020-08-07
1508783|TNET|TriNet Group Inc Common|TriNet Group, Inc. is a provider of human resources (HR) solutions for small to medium-sized businesses (SMBs). The Company's HR solutions include services, such as multi-state payroll processing and tax administration, employee benefits programs, including health insurance and retirement plans, workers' compensation insurance and claims management, employment and benefit law compliance, and other services. The Company provides an HR technology platform with online and mobile tools that allow its clients and their worksite employees (WSEs) to store, view and manage their HR-related information and conduct a range of HR-related transactions anytime and anywhere. The Company's HR products and solutions include capabilities, such as technology platform, HR expertise, benefits and compliance. The Company's clients are distributed across a range of industries, including technology, life sciences, financial services, property management, retail, manufacturing and hospitality.|Industrials|Commercial & Professional Services|Professional Services|Human Resource & Employment Services|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2014-03-27|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4621.2|2020-08-07
145131|TOL|Toll Brothers Inc Common|Toll Brothers, Inc. is engaged in designing, building, marketing, selling and arranging financing for detached and attached homes in luxury residential communities. It operates through two segments: Traditional Home Building and Toll Brothers City Living (City Living). Within the Traditional Home Building segment, it operates in five geographic segments in the United States: the North, consisting of Connecticut, Illinois, Massachusetts, Michigan, Minnesota, New Jersey and New York; the Mid-Atlantic, consisting of Delaware, Maryland, Pennsylvania and Virginia; the South, consisting of Florida, North and South Carolina and Texas; the West, consisting of Arizona, Colorado, Nevada and Washington, and California. City Living is the Company's urban development division. Its products include Traditional Home Building Product and City Living Product. Its Traditional Home Building Product includes detached homes, move-up, executive, estate, and active-adult and age-qualified lines of home.|Consumer Discretionary|Consumer Durables & Apparel|Household Durables|Homebuilding|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1986-07-08|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4864.4|2020-08-07
134384|TOWN|Towne Bank Common|TowneBank is a community bank. The Bank offers personal banking services and business banking services. The Bank operates through three segments: Banking, Realty and Insurance. The Banking segment provides loan and deposit services to retail and commercial customers. The Realty segment provides residential real estate services, originations of a range of mortgage loans, resort property management, and residential and commercial title insurance. The Insurance segment provides property and casualty insurance, as well as employee and group benefits. The Bank provides checking accounts, cards, savings, money markets and certificate of deposits (CDs), mobile banking, financial management software, private banking and switch kit. The Bank also offers auto loans, home equity loans, construction loans, lot loans, recreational vehicles, mortgage loans, land acquisition loans, construction loans, development Loans, and personal loans and lines of credit.|Financials|Banks|Banks|Regional Banks|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1999-05-05|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1388.4|2020-08-07
2116050|TPB|Turning Point Brands Inc Common|Turning Point Brands, Inc. is an independent provider of Other Tobacco Products (OTP) in the United States. The Company operates in three segments smokeless products, smoking products and NewGen products. The smokeless products segment manufactures and markets moist snuff; and contracts for and markets chewing tobacco products. The smoking products segment imports and markets cigarette papers, tubes and related products; processes, packages and markets make-your-own (MYO) cigarette tobaccos; imports and markets finished cigars and MYO cigar tobaccos and cigar wraps, and processes, packages and markets pipe tobaccos. The NewGen products segment markets e-cigarettes, e-liquids, vaporizers and other related products, and distributes a wide assortment of vaping products to non-traditional retail outlets via VaporBeast. The Company's portfolio of brands includes Zig-Zag, Beech-Nut, Stoker's, Trophy, and VaporBeast.|Consumer Staples|Food Beverage & Tobacco|Tobacco|Tobacco|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2016-05-11|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|587.8|2020-08-07
131885|TPC|Tutor Perini Corp Common|Tutor Perini Corporation is a construction company offering general contracting, construction management and design-build services to private customers and public agencies across the world. The Company operates through three segments: Civil, Building and Specialty Contractors. Its Civil segment specializes in public works construction and the repair, replacement and reconstruction of infrastructure across various geographic regions of the United States. Its Building segment provides services to various specialized building markets for private and public works customers, including the hospitality and gaming, transportation, healthcare, corporate and municipal offices, sports and entertainment, education, correctional facilities, biotech, pharmaceutical and industrial markets. Its Specialty Contractors segment specializes in electrical, mechanical, plumbing, heating, ventilation and air conditioning (HVAC), fire protection systems, and pneumatically placed concrete.|Industrials|Capital Goods|Construction & Engineering|Construction & Engineering|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1970-05-12|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|673.2|2020-08-07
1630831|TPCO|Tribune Publishing Co Common|Tribune Publishing Company, formerly tronc, Inc., is a media company. As of December 25, 2016, the Company operated over 150 titles in nine markets. Its portfolio of news and information brands are in markets, including Los Angeles and San Diego, California; Chicago, Illinois; Fort Lauderdale and Orlando, Florida; Baltimore, Maryland; Hartford, Connecticut; Allentown, Pennsylvania, and Newport News, Virginia. The Company also offers an array of customized marketing solutions, and publishes a number of niche products, including Hoy and El Sentinel. troncM's media groups include the Chicago Tribune Media Group, the Los Angeles Times Media Group, the San Diego Media Group, the Sun Sentinel Media Group, the Orlando Sentinel Media Group, The Baltimore Sun Media Group, the Morning Call Media Group and the Daily Press Media Group. troncX consists of the Company's digital revenues and related digital expenses from more than 130 digital platforms online and mobile applications.|Communication Services|Media & Entertainment|Media|Publishing|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2014-07-24|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|378|2020-08-07
740960|TPH|TRI Pointe Group Inc Common|TRI Pointe Group, Inc. is a homebuilder company. The Company's operations are organized in two principal businesses, including homebuilding and financial services. Its homebuilding operation consists of six segments: Maracay Homes, including operations in Arizona; Pardee Homes, consisting of operations in California and Nevada; Quadrant Homes, consisting of operations in Washington; Trendmaker Homes, consisting of operations in Texas; TRI Pointe Homes, consisting of operations in California and Colorado, and Winchester Homes, consisting of operations in Maryland and Virginia. Its financial services operation (TRI Pointe Solutions) includes mortgage financing operations and title services operations. Its mortgage financing operation (TRI Pointe Connect) provides mortgage financing to its homebuyers in all of its operated markets. Its title services operation (TRI Pointe Assurance) provides title examinations for its homebuyers in its Trendmaker Homes and Winchester Homes brands.|Consumer Discretionary|Consumer Durables & Apparel|Household Durables|Homebuilding|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2013-01-31|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2236.4|2020-08-07
2192302|TPIC|TPI Composites Inc Common|TPI Composites, Inc. manufactures composite wind blades. The Company operates through four segments. The United States segment includes the manufacturing of wind blades at its Newton, Iowa plant; the manufacturing of precision molding and assembly systems used for the manufacture of wind blades in its Warren, Rhode Island facility, and the manufacturing of composite solutions for the transportation industry, which it also conducts in its Rhode Island and Massachusetts facilities. The Asia segment includes the manufacturing of wind blades in facilities in Taicang Port, China and two in Dafeng, China; the manufacturing of precision molding and assembly systems in its Taicang City, China facility; the manufacturing of components in its second Taicang Port, China facility, and wind blade inspection and repair services. The Mexico segment manufactures wind blades from a facility in Juarez, Mexico. The Middle East and Africa segment manufactures wind blades from a facility in Izmir, Turkey.|Industrials|Capital Goods|Electrical Equipment|Heavy Electrical Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2016-07-22|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1018.3|2020-08-07
143253|TPR|Tapestry Inc Common|Tapestry, Inc., formerly Coach, Inc., is a design house of luxury accessories and lifestyle collections. The Company's product offering uses a range of leathers, fabrics and materials. The Company�s brands include Coach, Kate Spade, and Stuart Weitzman. Its segments include North America, International and Stuart Weitzman. The North America segment includes sales of Tapestry brand products to North American customers through Tapestry-operated stores (including the Internet) and sales to North American wholesale customers. The International segment operates department store concession shop-in-shop locations and retail and outlet stores, as well as e-commerce Websites. The Stuart Weitzman segment includes sales across the world generated by the Stuart Weitzman brand, primarily through department stores in North America and international locations, and within Stuart Weitzman operated stores (including the Internet) in the United States, Canada and Europe.|Consumer Discretionary|Consumer Durables & Apparel|Textiles Apparel & Luxury Goods|Apparel, Accessories & Luxury Goods|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2000-10-05|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4006.2|2020-08-07
819090|TPRE|Third Point Reinsurance Ltd Common|Third Point Reinsurance Ltd. is a holding company. Through the Company's reinsurance subsidiaries, it provides property and casualty reinsurance coverage to insurance and reinsurance companies. The Company's segments include Property and Casualty Reinsurance, and Corporate. The Company's investable assets are managed by its investment manager, Third Point LLC. The Company also writes reinsurance contracts that provide protection against adverse development on loss reserves. Through Third Point LLC, the Company makes investments globally in all sectors, and in equity, credit, commodity, currency, options and other instruments. The Company also acts as the underwriter for the majority of the premium that it underwrites. The Company writes reinsurance contracts covering product lines, such as property, workers' compensation, auto, general liability, professional liability, credit and financial lines, and multi-line.|Financials|Insurance|Insurance|Reinsurance|USD|Bermuda|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2013-08-15|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|836.9|2020-08-07
2513918|TPTX|Turning Point Therapeutics Inc Common|Turning Point Therapeutics, Inc. is a clinical-stage biopharmaceutical company. The Company is designing and developing novel small molecule, targeted oncology therapies to address key limitations of existing therapies. Its tyrosine kinase inhibitors (TKIs) pipeline targets numerous genetic drivers of cancer in both TKI-naive and TKI-pretreated patients. The Company has developed a macrocycle platform enabling to design proprietary small, compact TKIs with rigid three-dimensional structures that potentially bind to their targets with greater precision and affinity than other kinase inhibitors. The Company�s lead drug candidate, repotrectinib (TPX-0005), is being evaluated in an ongoing Phase I/II trial called TRIDENT-1 for the treatment of patients with ROS1+ advanced non-small-cell lung cancer (NSCLC) and patients with ROS1+, NTRK+ or ALK+ advanced solid tumors.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-04-17|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2402.2|2020-08-07
139038|TPX|Tempur Sealy International Inc Common|Tempur Sealy International, Inc. is a bedding manufacturer. The Company develops, manufactures, markets and distributes bedding products. The Company operates in two segments: North America and International. The North America segment consists of Tempur and Sealy manufacturing and distribution subsidiaries, joint ventures and licensees located in the United States and Canada. Its International segment consists of Tempur and Sealy manufacturing and distribution subsidiaries, joint ventures and licensees located in Europe, Asia-Pacific and Latin America. Its brand portfolio includes TEMPUR, Tempur-Pedic, Sealy, Sealy Posturepedic, and Stearns & Foster. It offers its products in over two categories, including Bedding, which includes mattresses, foundations and adjustable foundations, and Other, which includes pillows, mattress covers, sheets, cushions and various other comfort products. As of December 31, 2016, it sold its products across the globe in approximately 100 countries.|Consumer Discretionary|Consumer Durables & Apparel|Household Durables|Home Furnishings|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2003-12-18|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4487.3|2020-08-07
132585|TR|Tootsie Roll Industries Inc Common|Tootsie Roll Industries, Inc. and its subsidiaries are engaged in the manufacture and sale of confectionery products. The Company offers a range of candy, chocolate and bubble gum brands. Its products are marketed in a range of packages designed to be suitable for display and sale in different types of retail outlets. The Company sells its products under the brand names TOOTSIE ROLL, TOOTSIE POPS, CHILD'S PLAY, CARAMEL APPLE POPS, CHARMS, BLOW-POP, CHARMS MINI POPS, CELLA'S, DOTS, JUNIOR MINTS, CHARLESTON CHEW, SUGAR DADDY, SUGAR BABIES, ANDES, FLUFFY STUFF, DUBBLE BUBBLE, RAZZLES, CRY BABY, NIK-L-NIP and TUTSI POP (Mexico). As of December 31, 2016, its products were sold through approximately 30 candy and grocery brokers and by the Company itself to customers throughout the United States. Its customers include wholesale distributors of candy and groceries, supermarkets, variety stores, dollar stores, chain grocers, drug chains, discount chains and cooperative grocery associations.|Consumer Staples|Food Beverage & Tobacco|Food Products|Packaged Foods & Meats|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1950-01-04|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1235.4|2020-08-07
130932|TRC|Tejon Ranch Co Common|Tejon Ranch Co. is a diversified real estate development and agribusiness company. The Company operates through five segments: Real Estate-Commercial/Industrial; Real Estate-Resort/Residential; Mineral Resources; Farming Operations, and Ranch Operations. Its Real Estate-Commercial/Industrial segment is engaged in building, land lease activities, and land and building sales. The Real Estate-Resort/Residential segment is involved in the land entitlement and development process. Within its resort/residential segment, the three active developments are MV, Centennial and Grapevine. Its mineral resources segment includes oil and gas royalty leases, rock and aggregate mining leases, a lease with National Cement and sales of water. The Farming Operations segment is engaged in the sale of wine grapes, almonds and pistachios. The Ranch Operations segment consists of grazing leases, game management, and other ancillary services supporting the ranch.|Real Estate|Real Estate|Real Estate Management & Development|Diversified Real Estate Activities|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1973-07-05|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|400|2020-08-07
212733|TREC|Trecora Resources Common|Trecora Resources (TREC) is a provider of high-purity specialty hydrocarbons and waxes. TREC owns and operates a facility located in southeast Texas, just north of Beaumont, which specializes in high-purity hydrocarbons and other petrochemical manufacturing. The Company operates through two segments: specialty petrochemical products and specialty synthetic waxes. The specialty petrochemical products segment operates through South Hampton Resources, Inc. (SHR). The specialty synthetic wax segment operates through Trecora Chemical, Inc. (TC). SHR owns and operates a specialty petrochemical facility that produces hydrocarbons and other petroleum-based products, including isopentane, normal pentane, isohexane and hexane. TC produces specialty polyethylene and poly alpha olefin waxes, and provides custom processing services. In addition, the Company is the 33.4% owner of Al Masane Al Kobra Mining Co., a Saudi Arabian joint stock company.|Materials|Materials|Chemicals|Commodity Chemicals|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1982-11-01|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|158.7|2020-08-07
406454|TREE|LendingTree Inc Common|LendingTree, Inc. (LendingTree) is engaged in operating an online loan marketplace for consumers seeking loans and other credit-based offerings. The Company's online marketplace provides consumers with access to product offerings from various lenders, which it refers to as Network Lenders, including mortgage loans, home equity loans and lines of credit, reverse mortgage loans, auto loans, credit cards, personal loans, student loans, small business loans and other related offerings. In addition, the Company offers tools and resources, including free credit scores that facilitate comparison shopping for these loans and other credit-based offerings. The Company offers its products in categories, including mortgage products and non-mortgage products. Its mortgage products category includes its purchase and refinance products. Its non-mortgage products include lending products and other products.|Financials|Diversified Financials|Consumer Finance|Consumer Finance|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2008-08-12|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4376.8|2020-08-07
134910|TREX|Trex Company Inc Common|Trex Company, Inc. is a manufacturer of wood-alternative decking and railing products. The Company's products are marketed under the brand name Trex and are manufactured in the United States. It offers a set of outdoor living products in the decking, railing, porch, fencing, trim, steel deck framing and outdoor lighting categories. Its decking products include Trex Transcend, Trex Enhance and Trex Select. The Company's railing products include Trex Transcend Railing, Trex Select Railing and Trex Signature aluminum railing. It offers Trex Transcend Porch Flooring and Railing System, which is an integrated system of porch components and accessories. The Company offers Trex Seclusions fencing product, which consists of structural posts, bottom rail, pickets, top rail and decorative post caps. It offers a triple-coated steel deck framing system called Trex Elevations. The Company also offers outdoor lighting systems, such as Trex DeckLighting and Trex Landscape Lighting.|Industrials|Capital Goods|Building Products|Building Products|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1999-04-08|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|8047.4|2020-08-07
528696|TRGP|Targa Resources Corp Common|Targa Resources Corp. is a midstream energy company in North America. It provides midstream services. Its segments include Gathering and Processing, and Logistics and Marketing (Downstream Business). It is engaged in the business of gathering, compressing, treating, processing and selling natural gas; storing, fractionating, treating, transporting and selling natural gas liquids (NGLs) and NGL products, including services to liquefied petroleum gas exporters; gathering, storing and terminalling crude oil, and storing, terminalling and selling refined petroleum products. The Gathering and Processing segment consists of gathering, compressing, dehydrating, treating, conditioning, processing, and marketing natural gas and gathering crude oil. The Logistics and Marketing segment includes all the activities necessary to convert mixed NGLs into NGL products and provides certain services, such as storing, fractionating, terminalling, transporting and marketing of NGLs and NGL products.|Energy|Energy|Oil, Gas & Consumable Fuels|Oil & Gas Storage & Transportation|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2010-12-07|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4573|2020-08-07
2140840|TRHC|Tabula Rasa HealthCare Inc Common|Tabula Rasa HealthCare, Inc. (Tabula Rasa), formerly CareKinesis, Inc., is a provider of patient-specific, data-driven technology and solutions that enable healthcare organizations to optimize medication regimens to improve patient outcomes, reduce hospitalizations and manage risk. The Company delivers its solutions through a suite of technology-enabled products and services for medication risk management, which includes bundled prescription fulfillment and adherence packaging services for client populations with complex prescription needs. It also provides risk adjustment services, which help its clients to properly characterize a patient's acuity, or severity of health condition, and optimize the associated payments for care. The Company serves approximately 100 healthcare organizations that focus on populations with complex healthcare needs and extensive medication requirements. Its products and services are built around the Medication Risk Mitigation Matrix, or MRM Matrix.|Health Care|Health Care Equipment & Services|Health Care Technology|Health Care Technology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2016-09-29|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1110.8|2020-08-07
590433|TRIP|TripAdvisor Inc Common|TripAdvisor, Inc. is an online travel company that owns and operates a portfolio of online travel brands. TripAdvisor, the Company's brand, is a travel site. The Company operates through two segments: Hotel and Non-Hotel. The Company's platform also enables users to compare real-time pricing and availability for these experiences, as well as to book hotels, flights, cruises, vacation rentals, tours, activities and attractions, and restaurants, on either a TripAdvisor site or application, or a travel partner site or application. The Company's TripAdvisor-branded Websites included tripadvisor.com in the United States and localized versions of the TripAdvisor Website in 48 markets and 28 languages around the world. It manages and operates a portfolio of travel media brands and businesses, operating under various Websites. |Communication Services|Media & Entertainment|Interactive Media & Services|Interactive Media & Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2011-12-07|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2831.3|2020-08-07
130505|TRMB|Trimble Inc Common|Trimble Inc. is engaged in providing technology solutions that enable professionals and field mobile workers to transform their work processes. The Company�s solutions are used across a range of industries, including agriculture, architecture, civil engineering, survey and land administration, construction, geospatial, government, natural resources, transportation and utilities. The Company's business segments include Building and Infrastructure, Geospatial, Resource and utilities and Transportation. The Buildings and Infrastructure segment serves customers working in architecture, engineering, construction and operations and maintenance. The Geospatial segment primarily serves customers working in surveying, engineering, government and land management. The Resources and Utilities segment serves customers working in agriculture, forestry, and utilities. The Transportation segment serves customers working in transportation.|Information Technology|Technology Hardware & Equipment|Electronic Equipment, Instruments & Components|Electronic Equipment & Instruments|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1990-07-20|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|12280.8|2020-08-07
